id_libro,autor,publicacion,titulo,num_libros,imagen_libro
219,"C.S. Lewis, Pauline Baynes",1956,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",270,https://images.gr-assets.com/books/1449868701m/11127.jpg
220,Mark Cotta Vaz,NA,Twilight: The Complete Illustrated Movie Companion,20,https://images.gr-assets.com/books/1352539022m/3609760.jpg
221,Dave Pelzer,1995,"A Child Called ""It"" (Dave Pelzer #1)",74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
222,Robert Ludlum,1980,"The Bourne Identity (Jason Bourne, #1)",143,https://images.gr-assets.com/books/1335860740m/7869.jpg
223,Eoin Colfer,2001,"Artemis Fowl (Artemis Fowl, #1)",163,https://images.gr-assets.com/books/1327945104m/249747.jpg
224,Lauren Kate,2009,"Fallen (Fallen, #1)",97,https://images.gr-assets.com/books/1440619649m/6487308.jpg
225,John Steinbeck,1952,East of Eden,81,https://images.gr-assets.com/books/1441547516m/4406.jpg
226,Gillian Flynn,2009,Dark Places,131,https://images.gr-assets.com/books/1354988288m/5886881.jpg
227,John Grisham,1993,The Client,134,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228,"Emma McLaughlin, Nicola Kraus",2002,"The Nanny Diaries (Nanny, #1)",84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
229,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland & Through the Looking-Glass,845,https://images.gr-assets.com/books/1327872220m/24213.jpg
230,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,1451,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
231,Tatiana de Rosnay,2007,Sarah's Key,117,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
232,Stephen King,1982,"The Gunslinger (The Dark Tower, #1)",213,https://images.gr-assets.com/books/1375776480m/43615.jpg
233,"Gabriel García Márquez, Edith Grossman",1985,Love in the Time of Cholera,347,https://images.gr-assets.com/books/1327124987m/9712.jpg
234,Laurie Halse Anderson,1999,Speak,87,https://images.gr-assets.com/books/1310121762m/439288.jpg
235,Liane Moriarty,2013,The Husband's Secret,95,https://images.gr-assets.com/books/1460577225m/17802724.jpg
236,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mount Everest Disaster,101,https://images.gr-assets.com/books/1463384482m/1898.jpg
237,Stephen King,1974,Carrie,249,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
238,Augusten Burroughs,2002,Running with Scissors,79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
239,Max Brooks,2006,World War Z: An Oral History of the Zombie War,137,https://images.gr-assets.com/books/1386328204m/8908.jpg
240,Dan Brown,2013,"Inferno (Robert Langdon, #4)",235,https://images.gr-assets.com/books/1397093185m/17212231.jpg
241,Lois Lowry,1989,Number the Stars,81,https://images.gr-assets.com/books/1370917812m/47281.jpg
242,James Patterson,1993,"Along Came a Spider (Alex Cross, #1)",122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
243,Stephen King,1987,Misery,197,https://images.gr-assets.com/books/1270545451m/10614.jpg
244,Gillian Flynn,2006,Sharp Objects,136,https://images.gr-assets.com/books/1423241485m/66559.jpg
245,Katherine Paterson,1977,Bridge to Terabithia,125,https://images.gr-assets.com/books/1327880087m/2839.jpg
246,"P.C. Cast, Kristin Cast",2007,"Marked (House of Night, #1)",97,https://images.gr-assets.com/books/1317067002m/30183.jpg
247,Stephen R. Covey,1989,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,250,https://images.gr-assets.com/books/1421842784m/36072.jpg
248,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,1379,https://images.gr-assets.com/books/1327874534m/1622.jpg
249,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,104,https://images.gr-assets.com/books/1327879967m/4588.jpg
250,R.J. Palacio,2012,Wonder,124,https://images.gr-assets.com/books/1309285027m/11387515.jpg
251,Dr. Seuss,1957,The Cat in the Hat,99,https://images.gr-assets.com/books/1468890477m/233093.jpg
252,Marissa Meyer,2012,"Cinder (The Lunar Chronicles, #1)",92,https://images.gr-assets.com/books/1470056948m/11235712.jpg
253,"Robert Galbraith, J.K. Rowling",2013,"The Cuckoo's Calling (Cormoran Strike, #1)",48,https://images.gr-assets.com/books/1358716559m/16160797.jpg
254,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls, #1)",96,https://images.gr-assets.com/books/1409283154m/6068551.jpg
255,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,147,https://images.gr-assets.com/books/1405868167m/662.jpg
256,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,67,https://images.gr-assets.com/books/1395407074m/49436.jpg
257,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,Alice in Wonderland,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
258,"Carlos Ruiz Zafón, Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",279,https://images.gr-assets.com/books/1344545047m/1232.jpg
259,James Dashner,2010,"The Scorch Trials (Maze Runner, #2)",107,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
260,Dale Carnegie,1936,How to Win Friends and Influence People,353,https://images.gr-assets.com/books/1442726934m/4865.jpg
261,Frances Mayes,1996,Under the Tuscan Sun,59,https://images.gr-assets.com/books/1320524083m/480479.jpg
262,Liane Moriarty,2014,Big Little Lies,107,https://images.gr-assets.com/books/1492239430m/19486412.jpg
263,Gail Carson Levine,1997,Ella Enchanted,61,https://images.gr-assets.com/books/1410727190m/24337.jpg
264,Ernest Hemingway,1926,The Sun Also Rises,343,https://images.gr-assets.com/books/1331828228m/3876.jpg
265,Betty  Smith,1943,A Tree Grows in Brooklyn,127,https://images.gr-assets.com/books/1327883484m/14891.jpg
266,James Patterson,1995,"Kiss the Girls (Alex Cross, #2)",111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
267,Kristin Hannah,2015,The Nightingale,90,https://images.gr-assets.com/books/1451446316m/21853621.jpg
268,Kazuo Ishiguro,2005,Never Let Me Go,159,https://images.gr-assets.com/books/1353048590m/6334.jpg
269,Cecelia Ahern,2003,P.S. I Love You,17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
270,"Daphne du Maurier, Sally Beauman",1938,Rebecca,306,https://images.gr-assets.com/books/1327871977m/12873.jpg
271,Daniel Keyes,1966,Flowers for Algernon,163,https://images.gr-assets.com/books/1367141311m/18373.jpg
272,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Like Water for Chocolate,177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
273,Lisa See,2005,Snow Flower and the Secret Fan,105,https://images.gr-assets.com/books/1327880508m/1103.jpg
274,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,259,https://images.gr-assets.com/books/1394988109m/22034.jpg
275,John Green,2006,An Abundance of Katherines,116,https://images.gr-assets.com/books/1360206426m/49750.jpg
276,Isaac Asimov,1951,Foundation (Foundation #1),169,https://images.gr-assets.com/books/1417900846m/29579.jpg
277,Neil Gaiman,2013,The Ocean at the End of the Lane,109,https://images.gr-assets.com/books/1497098563m/15783514.jpg
278,Shel Silverstein,1981,A Light in the Attic,32,https://images.gr-assets.com/books/1427169918m/30118.jpg
279,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",95,https://images.gr-assets.com/books/1470082995m/29056083.jpg
280,Lauren Oliver,2011,"Delirium (Delirium, #1)",108,https://images.gr-assets.com/books/1327890411m/11614718.jpg
281,John Grisham,1992,The Pelican Brief,145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
282,Neil Gaiman,2002,Coraline,153,https://images.gr-assets.com/books/1493497435m/17061.jpg
283,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",114,https://images.gr-assets.com/books/1392528568m/12067.jpg
284,Jack Kerouac,1955,On the Road,312,https://images.gr-assets.com/books/1413588576m/70401.jpg
285,Graeme Simsion,2013,"The Rosie Project (Don Tillman, #1)",122,https://images.gr-assets.com/books/1371651741m/16181775.jpg
286,Nicholas Sparks,2008,The Lucky One,99,https://images.gr-assets.com/books/1420816338m/3063499.jpg
287,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,154,https://images.gr-assets.com/books/1491163636m/2122.jpg
288,Tom Clancy,1984,"The Hunt for Red October (Jack Ryan Universe, #4)",117,https://images.gr-assets.com/books/1281995542m/19691.jpg
289,Richard Adams,1972,"Watership Down (Watership Down, #1)",193,https://images.gr-assets.com/books/1405136931m/76620.jpg
290,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),18,https://images.gr-assets.com/books/1443264638m/10335308.jpg
291,Abraham Verghese,2009,Cutting for Stone,74,https://images.gr-assets.com/books/1327931601m/3591262.jpg
292,"C.S. Lewis, Pauline Baynes",1951,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",299,https://images.gr-assets.com/books/1343185059m/140225.jpg
293,Robert Louis Stevenson,1882,Treasure Island,2573,https://images.gr-assets.com/books/1485248909m/295.jpg
294,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus, #2)",69,https://images.gr-assets.com/books/1464201114m/9520360.jpg
295,Stephen King,2011,11/22/63,145,https://images.gr-assets.com/books/1327876792m/10644930.jpg
296,Eric Carle,1969,The Very Hungry Caterpillar Board Book,162,https://images.gr-assets.com/books/1327878225m/4948.jpg
297,Kurt Vonnegut Jr.,1963,Cat's Cradle,155,https://images.gr-assets.com/books/1327867150m/135479.jpg
298,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,1248,https://images.gr-assets.com/books/1327942880m/2493.jpg
299,"Todd Burpo, Lynn Vincent",2010,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
300,John Boyne,2006,The Boy in the Striped Pajamas,178,https://images.gr-assets.com/books/1366228171m/39999.jpg
301,Joseph Conrad,1899,Heart of Darkness,1369,https://images.gr-assets.com/books/1392799983m/4900.jpg
302,Nicholas Sparks,2010,Safe Haven,117,https://images.gr-assets.com/books/1344268800m/7812659.jpg
303,Rhonda Byrne,2006,"The Secret (The Secret, #1)",113,https://images.gr-assets.com/books/1482865039m/52529.jpg
304,Wally Lamb,1998,I Know This Much Is True,52,https://images.gr-assets.com/books/1373532198m/227711.jpg
305,Stephen King,1983,Pet Sematary,198,https://images.gr-assets.com/books/1308894674m/10583.jpg
306,Wally Lamb,1992,She's Come Undone,61,https://images.gr-assets.com/books/1408313457m/5203.jpg
307,Patrick Rothfuss,2011,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",102,https://images.gr-assets.com/books/1452624392m/1215032.jpg
308,Sophie Kinsella,2003,Can You Keep a Secret?,94,https://images.gr-assets.com/books/1330464293m/33724.jpg
309,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments, #4)",96,https://images.gr-assets.com/books/1369452302m/6752378.jpg
310,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro, #1)",71,https://images.gr-assets.com/books/1327936464m/14748.jpg
311,Colleen McCullough,1977,The Thorn Birds,201,https://images.gr-assets.com/books/1391416796m/3412.jpg
312,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,129,https://images.gr-assets.com/books/1303859949m/2213661.jpg
313,M.L. Stedman,2012,The Light Between Oceans,113,https://images.gr-assets.com/books/1336683021m/13158800.jpg
314,"Cornelia Funke, Anthea Bell",2003,"Inkheart (Inkworld, #1)",134,https://images.gr-assets.com/books/1328866790m/28194.jpg
315,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316,Bill Bryson,1997,A Walk in the Woods,95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
317,Maya Angelou,1969,I Know Why the Caged Bird Sings,107,https://images.gr-assets.com/books/1327957927m/13214.jpg
318,Christina Baker Kline,2013,Orphan Train,65,https://images.gr-assets.com/books/1362409483m/15818107.jpg
319,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments, #5)",101,https://images.gr-assets.com/books/1460477703m/8755776.jpg
320,Maria Semple,2012,"Where'd You Go, Bernadette",78,https://images.gr-assets.com/books/1338822317m/13526165.jpg
321,Wilson Rawls,1961,Where the Red Fern Grows,69,https://images.gr-assets.com/books/1166154337m/10365.jpg
322,Neil Gaiman,1996,Neverwhere,152,https://images.gr-assets.com/books/1348747943m/14497.jpg
323,"Milan Kundera, Michael Henry Heim",1984,The Unbearable Lightness of Being,274,https://images.gr-assets.com/books/1265401884m/9717.jpg
324,Rainbow Rowell,2013,Fangirl,80,https://images.gr-assets.com/books/1499565420m/16068905.jpg
325,John Irving,1989,A Prayer for Owen Meany,138,https://images.gr-assets.com/books/1260470010m/4473.jpg
326,Janet Fitch,1999,White Oleander,96,https://images.gr-assets.com/books/1501159524m/32234.jpg
327,Marie Lu,2011,"Legend (Legend, #1)",91,https://images.gr-assets.com/books/1501368160m/9275658.jpg
328,Jodi Picoult,2007,Nineteen Minutes,84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
329,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,111,https://images.gr-assets.com/books/1388075896m/2318271.jpg
330,Robert Jordan,1990,"The Eye of the World (Wheel of Time, #1)",94,https://images.gr-assets.com/books/1337818095m/228665.jpg
331,Jodi Picoult,1998,The Pact,76,https://images.gr-assets.com/books/1410754561m/10916.jpg
332,C.S. Lewis,1953,"The Magician's Nephew (Chronicles of Narnia, #6)",312,https://images.gr-assets.com/books/1308814770m/65605.jpg
333,Lisa Genova,2007,Still Alice,107,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
334,Sylvia Day,2012,"Reflected in You (Crossfire, #2)",81,https://images.gr-assets.com/books/1477802540m/13596809.jpg
335,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,182,https://images.gr-assets.com/books/1320412586m/6689.jpg
336,James Patterson,2001,"1st to Die (Women's Murder Club, #1)",107,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
337,Douglas Adams,1996,The Ultimate Hitchhiker's Guide to the Galaxy,32,https://images.gr-assets.com/books/1404613595m/13.jpg
338,David Nicholls,2009,One Day,129,https://images.gr-assets.com/books/1327873020m/6280118.jpg
339,"Margaret Wise Brown, Clement Hurd",1947,Goodnight Moon,98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
340,Pittacus Lore,2010,"I Am Number Four (Lorien Legacies, #1)",38,https://images.gr-assets.com/books/1305807140m/7747374.jpg
341,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,The Iliad,1726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
342,J.K. Rowling,2012,The Casual Vacancy,139,https://images.gr-assets.com/books/1358266832m/13497818.jpg
343,John Grisham,1996,The Runaway Jury,120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
344,David Sedaris,1997,Naked,54,https://images.gr-assets.com/books/1394178867m/4138.jpg
345,Christopher Paolini,2005,"Eldest (The Inheritance Cycle, #2)",163,https://images.gr-assets.com/books/1387119654m/45978.jpg
346,"L. Frank Baum, W.W. Denslow",1900,"The Wonderful Wizard of Oz (Oz, #1)",1474,https://images.gr-assets.com/books/1398003737m/236093.jpg
347,C.S. Lewis,1951,"Prince Caspian (Chronicles of Narnia, #2)",348,https://images.gr-assets.com/books/1308814880m/121749.jpg
348,E. Lockhart,2014,We Were Liars,77,https://images.gr-assets.com/books/1402749479m/16143347.jpg
349,Stephen King,1975,'Salem's Lot,211,https://images.gr-assets.com/books/1327891565m/11590.jpg
350,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas,98,https://images.gr-assets.com/books/1394204569m/7745.jpg
351,Cassandra Clare,2011,"Clockwork Prince (The Infernal Devices, #2)",99,https://images.gr-assets.com/books/1460477747m/10025305.jpg
352,Amy Poehler,2014,Yes Please,29,https://images.gr-assets.com/books/1402815435m/20910157.jpg
353,William Shakespeare,1603,Othello,1053,https://images.gr-assets.com/books/1459795105m/12996.jpg
354,Toni Morrison,1987,Beloved,153,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
355,Kristin Cashore,2008,"Graceling (Graceling Realm, #1)",87,https://images.gr-assets.com/books/1331548394m/3236307.jpg
356,"Lemony Snicket, Brett Helquist",1999,"The Bad Beginning (A Series of Unfortunate Events, #1)",126,https://images.gr-assets.com/books/1490085391m/78411.jpg
357,"Erich Maria Remarque, A.W. Wheen",1929,All Quiet on the Western Front,372,https://images.gr-assets.com/books/1441227765m/355697.jpg
358,Dr. Seuss,1990,"Oh, The Places You'll Go!",40,https://images.gr-assets.com/books/1421708635m/191139.jpg
359,Khaled Hosseini,2012,And the Mountains Echoed,135,https://images.gr-assets.com/books/1358190204m/16115612.jpg
360,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,221,https://images.gr-assets.com/books/1435458683m/7082.jpg
361,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,1787,https://images.gr-assets.com/books/1327868529m/18254.jpg
362,C.S. Lewis,1942,The Screwtape Letters,231,https://images.gr-assets.com/books/1347801873m/11149.jpg
363,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss, #1)",79,https://images.gr-assets.com/books/1358271931m/6936382.jpg
364,Dr. Seuss,1957,How the Grinch Stole Christmas!,72,https://images.gr-assets.com/books/1327958149m/113946.jpg
